,antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction,zhangs_metric
53,"frozenset({'BEER', 'WINE', 'KEGS'})",frozenset({'LIQUOR'}),0.0196078431372549,0.3159041394335512,0.015250544662309368,0.7777777777777778,2.462068965517241,0.009056345849886797,3.0784313725490198,0.6057142857142859
3,frozenset({'KEGS'}),frozenset({'NON-ALCOHOL'}),0.13616557734204793,0.05337690631808279,0.017429193899782137,0.128,2.3980408163265308,0.010161096634247989,1.0855769422957766,0.6748896595208072
2,frozenset({'NON-ALCOHOL'}),frozenset({'KEGS'}),0.05337690631808279,0.13616557734204793,0.017429193899782137,0.326530612244898,2.3980408163265308,0.010161096634247989,1.2826632336436259,0.6158659378596087
24,"frozenset({'WINE', 'BEER'})",frozenset({'LIQUOR'}),0.0718954248366013,0.3159041394335512,0.05337690631808279,0.7424242424242425,2.3501567398119123,0.030664844005866693,2.6559015763168023,0.6189997125610808
25,frozenset({'LIQUOR'}),"frozenset({'WINE', 'BEER'})",0.3159041394335512,0.0718954248366013,0.05337690631808279,0.16896551724137931,2.3501567398119123,0.030664844005866693,1.1168063352588615,0.8397894189522943
21,frozenset({'LIQUOR'}),"frozenset({'NON-ALCOHOL', 'BEER'})",0.3159041394335512,0.023965141612200435,0.017429193899782137,0.05517241379310345,2.3021943573667714,0.00985850646237677,1.0330295946440216,0.8268312101910829
20,"frozenset({'NON-ALCOHOL', 'BEER'})",frozenset({'LIQUOR'}),0.023965141612200435,0.3159041394335512,0.017429193899782137,0.7272727272727274,2.3021943573667714,0.00985850646237677,2.5083514887436467,0.5795200892857143
23,frozenset({'BEER'}),"frozenset({'LIQUOR', 'NON-ALCOHOL'})",0.2570806100217865,0.03159041394335512,0.017429193899782137,0.06779661016949153,2.146113383985973,0.009307911012383652,1.0388393741334918,0.718841642228739
18,"frozenset({'LIQUOR', 'NON-ALCOHOL'})",frozenset({'BEER'}),0.03159041394335512,0.2570806100217865,0.017429193899782137,0.5517241379310345,2.146113383985973,0.009307911012383652,1.6572817161052456,0.5514623172103487
54,"frozenset({'LIQUOR', 'BEER', 'WINE'})",frozenset({'KEGS'}),0.05337690631808279,0.13616557734204793,0.015250544662309368,0.2857142857142857,2.0982857142857143,0.00798244739677522,1.209368191721133,0.5529344073647872
59,frozenset({'KEGS'}),"frozenset({'LIQUOR', 'BEER', 'WINE'})",0.13616557734204793,0.05337690631808279,0.015250544662309368,0.112,2.0982857142857143,0.00798244739677522,1.0660169973895464,0.6059268600252208
15,"frozenset({'WINE', 'BEER'})",frozenset({'KEGS'}),0.0718954248366013,0.13616557734204793,0.0196078431372549,0.27272727272727276,2.002909090909091,0.009818161106127274,1.1877723311546842,0.5395148669796558
16,frozenset({'KEGS'}),"frozenset({'WINE', 'BEER'})",0.13616557734204793,0.0718954248366013,0.0196078431372549,0.144,2.0029090909090908,0.009818161106127274,1.0842343167796715,0.5796553173602355
